3941,-100,-100,-100,0.0337677,0.07652283,0.034622192,-100,-100,-100,-100
3967,2.670044,0.3467865,8.33461,-100,-100,-100,-100,-100,-100,-100
3984,-100,-100,-100,-100,-100,-100,-4.6691895,17.651367,-47.12677,-100
4135,2.3744354,0.46774292,8.38414,-100,-100,-100,-100,-100,-100,-100
4140,-100,-100,-100,0.04724121,0.10560608,0.11528015,-100,-100,-100,-100
4179,-100,-100,-100,-100,-100,-100,-3.263855,16.812134,-48.202515,-100
4181,-100,-100,-100,-100,-100,-100,-100,-100,-100,283.0
4281,-100,-100,-100,-100,-100,-100,-100,-100,-100,275.0
4301,2.489853,0.8370819,8.578262,-100,-100,-100,-100,-100,-100,-100
4341,-100,-100,-100,0.06404114,0.041137695,0.16645813,-100,-100,-100,-100
4384,-100,-100,-100,-100,-100,-100,-3.048706,16.830444,-48.495483,-100
4385,-100,-100,-100,-100,-100,-100,-100,-100,-100,278.0
4481,-100,-100,-100,-100,-100,-100,-100,-100,-100,268.0
4542,-100,-100,-100,0.10194397,-0.04484558,-0.12913513,-100,-100,-100,-100
4550,1.9640808,1.0543213,8.416153,-100,-100,-100,-100,-100,-100,-100
4582,-100,-100,-100,-100,-100,-100,-3.578186,16.366577,-48.55652,-100
4585,-100,-100,-100,-100,-100,-100,-100,-100,-100,267.0
4683,-100,-100,-100,-100,-100,-100,-100,-100,-100,265.0
4719,2.504776,0.923584,8.930969,-100,-100,-100,-100,-100,-100,-100
4740,-100,-100,-100,0.08178711,-0.061950684,-0.24058533,-100,-100,-100,-100
4784,-100,-100,-100,-100,-100,-100,-5.126953,16.362,-48.780823,-100
4785,-100,-100,-100,-100,-100,-100,-100,-100,-100,260.0
4885,-100,-100,-100,-100,-100,-100,-100,-100,-100,257.0
4938,-100,-100,-100,-0.08503723,-0.1299591,-0.36203003,-100,-100,-100,-100
4968,2.4831696,1.0071411,7.8805695,-100,-100,-100,-100,-100,-100,-100
4985,-100,-100,-100,-100,-100,-100,-7.3394775,16.842651,-48.371887,-100
4986,-100,-100,-100,-100,-100,-100,-100,-100,-100,251.0
5136,2.6873627,1.5431519,8.288147,-100,-100,-100,-100,-100,-100,-100
5139,-100,-100,-100,0.035995483,-0.08581543,-0.20396423,-100,-100,-100,-100
5183,-100,-100,-100,-100,-100,-100,-100,-100,-100,242.0
5198,-100,-100,-100,-100,-100,-100,-8.905029,16.58783,-48.736572,-100
5282,-100,-100,-100,-100,-100,-100,-100,-100,-100,230.0
5337,-100,-100,-100,0.18026733,-0.008773804,0.02897644,-100,-100,-100,-100
5382,-100,-100,-100,-100,-100,-100,-100,-100,-100,219.0
5383,2.7649078,1.5479584,10.32135,-100,-100,-100,-100,-100,-100,-100
5394,-100,-100,-100,-100,-100,-100,-8.876038,15.460205,-49.250793,-100
5482,-100,-100,-100,-100,-100,-100,-100,-100,-100,214.0
5537,-100,-100,-100,-0.064575195,-0.108673096,0.3811493,-100,-100,-100,-100
5560,2.4006348,-0.13418579,8.862732,-100,-100,-100,-100,-100,-100,-100
5582,-100,-100,-100,-100,-100,-100,-100,-100,-100,207.0
5589,-100,-100,-100,-100,-100,-100,-9.152222,16.690063,-49.020386,-100
5683,-100,-100,-100,-100,-100,-100,-100,-100,-100,202.0
5718,2.2836914,0.5105438,6.5900574,-100,-100,-100,-100,-100,-100,-100
5742,-100,-100,-100,0.10696411,-0.054214478,0.25741577,-100,-100,-100,-100
5782,-100,-100,-100,-100,-100,-100,-100,-100,-100,205.0
5790,-100,-100,-100,-100,-100,-100,-9.283447,16.529846,-49.153137,-100
5882,-100,-100,-100,-100,-100,-100,-100,-100,-100,201.0
5936,-100,-100,-100,0.046844482,0.10809326,0.06840515,-100,-100,-100,-100
5967,3.1694183,1.0920258,8.412094,-100,-100,-100,-100,-100,-100,-100
5986,-100,-100,-100,-100,-100,-100,-100,-100,-100,203.0
5992,-100,-100,-100,-100,-100,-100,-9.059143,15.83252,-49.118042,-100
6082,-100,-100,-100,-100,-100,-100,-100,-100,-100,207.0
6134,-100,-100,-100,-0.21177673,0.004333496,-0.21885681,-100,-100,-100,-100
6135,3.9281158,0.35554504,9.651871,-100,-100,-100,-100,-100,-100,-100
6183,-100,-100,-100,-100,-100,-100,-100,-100,-100,209.0
6192,-100,-100,-100,-100,-100,-100,-10.003662,17.402649,-48.731995,-100
6283,-100,-100,-100,-100,-100,-100,-100,-100,-100,213.0
6335,-100,-100,-100,-0.24301147,-0.12361145,-0.21557617,-100,-100,-100,-100
6382,-100,-100,-100,-100,-100,-100,-100,-100,-100,210.0
6384,3.0073395,0.28704834,6.159378,-100,-100,-100,-100,-100,-100,-100
6401,-100,-100,-100,-100,-100,-100,-11.875916,18.389893,-48.060608,-100
6483,-100,-100,-100,-100,-100,-100,-100,-100,-100,213.0
6535,-100,-100,-100,0.27609253,-0.08685303,-0.13334656,-100,-100,-100,-100
6552,3.1291962,0.87323,7.888504,-100,-100,-100,-100,-100,-100,-100
6583,-100,-100,-100,-100,-100,-100,-100,-100,-100,205.0
6599,-100,-100,-100,-100,-100,-100,-11.940002,16.73584,-48.86322,-100
